"Carimbo de data/hora","Li o Termo de Consentimento Livre Esclarecido e concordo:","Você reside em qual munícipio?","Em que faixa de idade você se encontra?","Qual seu gênero?","Qual sua escolaridade?","Você segue alguma religião?","Por onde se informa mais? ","Tem interesse em política?","Se considera mais de:","Quando falamos em Esquerda, qual dessas afirmações faz mais sentido para você?","Quando falamos em Direita, qual dessas afirmações faz mais sentido para você?","Você apoia a existência de sindicatos?","Você apoia o direito de greve trabalhista?","O governo deve usar agentes da lei para acabar com manifestações?","O regime militar deveria voltar?","Leis devem ser sempre obedecidas (sendo elas justas ou não)?","O governo deve poder proibir a existência de algum partido político?","No capitalismo, quem se esforça sempre é recompensado?","No socialismo, todos os problemas sociais são sanados?","Você é contra o aborto, sendo a situação prevista ou não em lei?","É a favor do desarmamento civil, especialmente em centros urbanos?","As grandes fortunas (investimentos e bens acima de 20 milhões de reais) devem ser taxadas e, com essa arrecadação, investir em melhorias para a população?","Toda pessoa deveria ter direito à saúde de graça e com qualidade, oferecida pelo governo?","Você considera a família como união de duas ou mais pessoas, independentemente do gênero destas?"
"2023/01/21 1:16:42 PM GMT-3","SIM, aceito participar da pesquisa.","Guarulhos ","51-65","Feminino","Ensino médio completo","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Concordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 1:17:12 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí","51-65","Masculino","Pós-graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Direita","É ser errado de acordo com minha noção de ética","É o certo de acordo com minha noção de ética","Não","Sim","Não, qualquer manifestação do povo é válida e não deve ser interrompida pelo governo","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo parcialmente","Discordo plenamente","Sim","Não","Não","Sim","Não"
"2023/01/21 1:17:15 PM GMT-3","SIM, aceito participar da pesquisa.","Sjc","25-35","Feminino","Pós-graduação completa","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","É ser errado de acordo com minha noção de ética","Liberalismo econômico e político","Não","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Não","Não","Não","Sim","Sim"
"2023/01/21 1:23:24 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiai ","18-24","Feminino","Ensino médio completo","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Não me interesso por política","Não sei me definir","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Não concordo nem discordo","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 1:28:15 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo","43-50","Feminino","Pós-graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","É indiferente para mim","Não sei me definir","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 1:29:53 PM GMT-3","SIM, aceito participar da pesquisa.","São Lourenço","51-65","Translado","Pós-graduação completa","Sim e sou praticante","Rádio","Sim, me interesso por política","Esquerda","Ser oposição ao governo","É defender os interesses da elite do país","Sim.","Não","Não, qualquer manifestação do povo é válida e não deve ser interrompida pelo governo","Sim","Não, pois foram escritas sem nos consultarem","Sim, sempre que julgar necessário","Discordo plenamente","Discordo plenamente","Não","Não","Não","Não","Não"
"2023/01/21 1:32:38 PM GMT-3","SIM, aceito participar da pesquisa.","Anônimo é anônimo caramba","25-35","Masculino","Pós-graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Concordo parcialmente","Sim","Sim","Sim","Sim","Sim"
"2023/01/21 1:33:43 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí SP ","25-35","Masculino","Graduação completa","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo parcialmente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 1:39:50 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiai","51-65","Masculino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Defender pautas sociais / interesses dos trabalhadores","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Sim","Sim","Sim","Sim","Não"
"2023/01/21 1:44:32 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiai","36-42","Masculino","Pós-graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Não me interesso por política","Não sei me definir","Não sei responder","Não sei responder","Não","Não","Sim, em qualquer situação","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Não concordo nem discordo","Não concordo nem discoro","Não","Sim","Não","Sim","Sim"
"2023/01/21 1:46:25 PM GMT-3","SIM, aceito participar da pesquisa.","Recife","25-35","Masculino","Graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Não sei me definir","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Não","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo parcialmente","Discordo parcialmente","Não","Não","Sim","Sim","Sim"
"2023/01/21 1:48:39 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiai","25-35","Feminino","Pós-graduação completa","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","É ser errado de acordo com minha noção de ética","É o certo de acordo com minha noção de ética","Não","Não","Sim, em qualquer situação","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, sempre que julgar necessário","Não concordo nem discordo","Não concordo nem discoro","Sim","Sim","Sim","Sim","Sim"
"2023/01/21 1:55:13 PM GMT-3","SIM, aceito participar da pesquisa.","Magé ","43-50","Masculino","Pós-graduação completa","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Sim.","Sim","Não, qualquer manifestação do povo é válida e não deve ser interrompida pelo governo","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Não","Não","Não","Sim","Sim"
"2023/01/21 1:55:28 PM GMT-3","SIM, aceito participar da pesquisa.","Toronto Canada","43-50","Masculino","Pós-graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Direita","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Não","Sim","Não, qualquer manifestação do povo é válida e não deve ser interrompida pelo governo","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Sim","Não","Sim","Sim","Não"
"2023/01/21 1:55:35 PM GMT-3","SIM, aceito participar da pesquisa.","Jaboatao dos Guararapes ","25-35","Masculino","Ensino médio completo","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Não me interesso por política","Não sei me definir","Socialismo / Comunismo","Liberalismo econômico e político","Não","Não","Não, há manifestações pacíficas que devem ser respeitadas","Não","Não sempre, pois acho que tenho o direito de não cumprir caso não concorde","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Não","Não","Sim","Sim","Sim"
"2023/01/21 1:56:58 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo","25-35","Feminino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Concordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 1:59:41 PM GMT-3","SIM, aceito participar da pesquisa.","Indaiatuba","51-65","Masculino","Pós-graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Não","Não","Sim","Sim","Sim"
"2023/01/21 2:02:16 PM GMT-3","SIM, aceito participar da pesquisa.","Limeira/SP","25-35","Feminino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Direita","É ser errado de acordo com minha noção de ética","Liberalismo econômico e político","Não","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo parcialmente","Discordo plenamente","Sim","Não","Sim","Sim","Sim"
"2023/01/21 2:02:29 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo ","36-42","Feminino","Pós-graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo parcialmente","Discordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 2:04:50 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiai","43-50","Feminino","Pós-graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Direita","Socialismo / Comunismo","Liberalismo econômico e político","Não","Não","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo parcialmente","Discordo plenamente","Não","Não","Sim","Sim","Sim"
"2023/01/21 2:04:56 PM GMT-3","SIM, aceito participar da pesquisa.","Florianópolis - SC","25-35","Masculino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Socialismo / Comunismo","É defender os interesses da elite do país","Sim.","Sim","Não, qualquer manifestação do povo é válida e não deve ser interrompida pelo governo","Não","Não, pois foram escritas sem nos consultarem","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 2:13:04 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo ","25-35","Masculino","Pós-graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Não sempre, pois acho que tenho o direito de não cumprir caso não concorde","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Concordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/21 2:13:29 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","25-35","Feminino","Ensino médio completo","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Não me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo plenamente","Sim","Sim","Sim","Sim","Sim"
